character,jp_dialogue,en_dialogue,route,act,game
"
Yukari

","
その程度で恩を着せようなんてのは甘いわ。

","
It's childish to pass off something like that as an act of kindness.

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
誰もそんな事言っていない。
最近、永琳が屋敷の外に出させて
くれないのよ。
だから、たまのお客様は大切に扱うわ。

","
Who said I was doing that?
Recently, Eirin hasn't let me out of
the mansion at all.
So, these odd guests are most welcomed.

",Barrier_Team,Scenario,Imperishable_Night
"
Reimu

","
弾のお客様？

","
The shot guests?[13]

",Barrier_Team,Scenario,Imperishable_Night
"
Yukari

","
弾幕馬鹿みたいな言い方しないの。

","
Don't talk like you're obsessed with danmaku.

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
人間に宿るは儚い霊（たま）。
その人間が住むのは大きな球。
そして、貴き民が住むのは……、
後ろに見える狂おしい珠。

","
The human body houses a fragile, round soul.
What those humans live on is a huge, round orb below.
And, what the superior people live on...
Is that lunatic orb behind me.[14]

",Barrier_Team,Scenario,Imperishable_Night
"
Yukari

","
で、私達が避けるのは、

","
Well, it looks like what we'll be dodging

",Barrier_Team,Scenario,Imperishable_Night
"
Reimu

","
美しき弾、っと。

","
are some beautiful round bullets, as well.[15]

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
人の台詞を取らないの。
こっちの方は怒るわよ。

","
Don't steal people's lines.
My kindness has limits.

",Barrier_Team,Scenario,Imperishable_Night
"
Reimu

","
ほら、先が読める台詞は、言わなく
ても伝わるからいいの。
何せ、私達は弾のお客様だもんねぇ。

","
Look, we get where this speech is going without
you saying it, so it's fine.
We're shot guests, right?

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
全くもう、せっかちねぇ。
焦らなくても見せてあげるわよ。
本当の月が持つ毒気を！
それと、私からの美しき難題を！

","
You two are just so impatient.
Even without hurrying, I'll show you...
The miasma of the true moon!
And, my beautiful impossible requests, as well!

",Barrier_Team,Scenario,Imperishable_Night
"
Yukari

","
本当に暇そうね……。
待ち構えて遊び相手を探していたの？

","
You've really got too much free time...
Were you just waiting for someone to play with?

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
って、折角決まった所で水をさす～。
今まで身を隠していたから余り外に
出れなかっただけよ。
でも、今日はその分遊ばさせてもらう。

","
Hey, don't be such a wet blanket~.
I've been hiding here up until now, so I didn't have
much chance to go out and play.
But, I'll make up for that today.

",Barrier_Team,Scenario,Imperishable_Night
"
Reimu

","
まぁいいけどね。
もう満月は元に戻った見たいだし。
後はけじめとして、犯人を懲らしめれば
いいだけよ。

","
Well, it's fine, I guess.
It looks like the full moon's already restored and all.
All we have to do now is punish the culprit
and set things right for good.

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
あいにく、本物の満月はここでしか
見えないよ。

","
I'm afraid you can't see the true full moon
from anywhere but here.

",Barrier_Team,Scenario,Imperishable_Night
"
Reimu

","
なんだってー！
って言うほどでもないけど。
どうせ懲らしめるし。

","
Whaaaat!?
...is not something that that warrants saying.
We'll punish you anyway.

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
さぁそろそろ、心の準備は出来たかしら。

","
Well then, are you ready?

",Barrier_Team,Scenario,Imperishable_Night
"
Yukari

","
出来てない。

","
Not at all.

",Barrier_Team,Scenario,Imperishable_Night
"
Reimu

","
出来てない。

","
Not at all.

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
今まで、何人もの人間が敗れ去って
いった五つの問題。

","
My five requests that so many humans
in the past have failed to complete...

",Barrier_Team,Scenario,Imperishable_Night
"
","
BGM: 竹取飛翔　～ Lunatic Princess

","
BGM: Flight of The Bamboo Cutter ~ Lunatic Princess

",Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
貴方達に幾つ解けるかしら？

","
How many of them can you fulfill?

",Barrier_Team,Scenario,Imperishable_Night
"
","
Kaguya Houraisan DEFEATED

",,Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
なんて事！
そう、夜を止めていたのは……、
貴方達だったのね。

","
What the!?
I see. The ones who are stopping the night...
It's you two, isn't it.

",Barrier_Team,Scenario,Imperishable_Night
"
","
BGM: ヴォヤージュ １９７０

","
BGM: Voyage 1970

",Barrier_Team,Scenario,Imperishable_Night
"
","
Kaguya Houraisan REVIVES

",,Barrier_Team,Scenario,Imperishable_Night
"
Kaguya

","
貴方達が作った半端な永遠の夜なんて……
私の永遠を操る術で全て破って見せる。
夜明けはすぐそこにあるはずよ。
どう？
これで永夜の術は破れて、夜は明ける！

","
This half-finished eternal night that you have made...
With my spell to manipulate eternity, I'll tear it all away.
The dawn shall be upon us soon.
How's that?
With this, your spell of eternal night shall be broken, and the dawn shall come!

",Barrier_Team,Scenario,Imperishable_Night
"
","
Kaguya Houraisan DEFEATED

",,Barrier_Team,Scenario,Imperishable_Night
"
","
If player runs out of lives during this stage

",,Barrier_Team,Scenario,Imperishable_Night
"
","
BAD ENDING No. 9

",,Barrier_Team,Scenario,Imperishable_Night
"
","
Otherwise

",,Barrier_Team,Scenario,Imperishable_Night
"
","
GOOD ENDING No. 1

",,Barrier_Team,Scenario,Imperishable_Night
"
","
妖怪の式の式

","
Shikigami of the Shikigami of the Youkai

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Cherry tree was already in bloom fully.
However, Japanese heart is not satisfied yet.

","
The cherry trees were already in full bloom.
Yet the Japanese hearts were not yet satisfied.

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
三國に渡り妖異をなすが

","
A mysterious occurrence on the crossing to three countries[1]

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
BGM: 妖々跋扈

","
BGM: Spiritual Domination

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Chen ENTERS

",,Reimu,Extra,Perfect_Cherry_Blossom
"
Chen

","
ここで遭ったが百年目
今日は憑きたての
ほやほやだよ！

","
Finally, we meet again.
Today, I have now become...
freshly and newly possessed!

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
どの辺がほやほや？

","
Which part of you is new, then?

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Chen DEFEATED

",,Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
あの世くんだりまでやってきて
目標が居なかったら退屈だわ

","
If I'd traveled all the way to the land of the dead
only to find what I was looking for wasn't there...
That would totally suck.

",Reimu,Extra,Perfect_Cherry_Blossom
"
???

","
おお？これは珍しい

","
Oh?  This is rare.

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Ran Yakumo ENTERS

",,Reimu,Extra,Perfect_Cherry_Blossom
"
","
すきま妖怪の式
八雲　藍（やくも　らん）

","
Shikigami of the Sukima Youkai 
Ran Yakumo

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
こういう人間もこんな所にいるんだ

","
They have people like this here too.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
こういうって何よ

","
What do you mean ""like this""?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
見てのとおり
赤かったり白かったりで目出度い人間

","
Like you. 
Happy sorts clothed in red and white.[2]

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
猫の次は狐・・・
何時からここは畜生界になったんでしょ

","
First a cat, and now a fox... 
When did this place become the Animal Realm?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
あ、お前が橙に酷い目に遭わせた
人間だな？

","
Ah, so you're the human who gave Chen a hard time?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
そうだっけ？

","
What if I am?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
橙は私の式神
今は回復して、もっと強くなっているわ

","
Chen is my shikigami.
She has recovered, and grown stronger than before.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
・・・強かったっけ？
って、あんたの式神？
あんたが式神じゃないの？

","
... She was supposed to be strong?
Wait, she's your shikigami? 
Aren't you a shikigami yourself?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
私も式神
ご主人様はまだお休みですわ

","
Indeed I am.
My master is still asleep right now.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
やっぱり、あんたが目標ね

","
Ah.  So you're the one I'm looking for, then.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
何か用？

","
For what?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
冥界と顕界の境を修復・・・
って
よく考えたら
直接用があるのは、あんたの使い手
のような気もしてきた

","
Repairing the border between the Netherworld and our world...
And...
Come to think of it
For that to happen... 
I've got to talk to your master.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
ご主人様は冬眠中ですが

","
My master is hibernating.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
起こして

","
Wake her up.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
私は護衛でもあるわ
私の式神に酷い目を負わすような人を
ご主人様に会わせる訳が無い
ここは、今度は強くなった橙に
やられるがいいわ

","
I am also her guardian.
I have no intention of allowing 
troublemakers to meet with my master.
Now, you will meet your end at 
the hands of a strengthened Chen...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
猫なら、さっき遭ったけど・・・

","
If you mean that cat, I met her just now...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
なんだって？
それでどうなったのよ

","
You did?
How did that go?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
特に何も無かったかの様だったわ

","
It was nothing special.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
まぁ、橙は病み上がりだから

","
Well... but she was still recovering...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
さっきは、回復したっていってた癖に

","
Didn't you just say that she'd already recovered?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
ここは、私が橙の仇を取らなきゃいけない
みたいね

","
...Looks like I have to take revenge for her now.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
さすがに、式神を倒せば
使い手も冬眠から目覚めるかしら

","
Just as I expected.
Defeat a shikigami, and maybe its master will wake up...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
ご主人様は、春眠も暁を覚えずよ

","
In spring, my master sleeps a sleep that knows no dawn.[3]

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
まあ、取りあえずは
目の前の障害から

","
Well, in the meantime, there's a more immediate obstacle around.

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
BGM: 少女幻葬　～ Necro-Fantasy

","
BGM: A Maiden's Illusionary Funeral ~ Necro-Fantasy

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
私は橙とは桁が違くてよ
色々と

","
I am many orders of magnitude different from Chen.

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Ran Yakumo DEFEATED

",,Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
式神風情が巫女に敵うと思って

","
Did you think that a shikigami could stand up to a shrine maiden?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
私の式が通用しないなんて
騙したわね～

","
How could my formulas have failed?[4]
You cheated, didn't you?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
なにを？

","
What?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
てっきり人間だと思っていたのに

","
I thought for sure that you were only human.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
人間だってば
ともかく、折角だから
あなたの主に会わせて貰おうかしら

","
I am human.
Anyway, for all my trouble, 
you will introduce me to your master.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
紫（ゆかり）様は、まだおやすみ中だわ

","
My master, Yukari, is still sleeping...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
まだ、って何時になったら
目が覚めるのよ
もう、十分に春じゃない

","
""Still"", you say. When will she awaken?
Spring has already arrived in full.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
紫様は冬も昼間も寝ているの
こんな時間はまだ起きていない

","
She sleeps through winter and all day.
It's still too early for her to wake up.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
もう夜の帳も落ちる頃の様な気がして
ならないけど・・・

","
I think it's already pretty close to dusk...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
私達にとって、本当の宵闇はこんなもん
じゃないの
人間が寝る時間が、本当の夜なのさ

","
For us it isn't.
When humans go to sleep, that's what we consider the true night.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
いいから、起こしてよ

","
Whatever, wake her up now.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
といっても、紫様はここにはいないし～

","
But she isn't here~

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
こいつはただの倒し損？

","
So, I shot you down for nothing?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
ただのやられ損？
って、あなたの目的は何？

","
And I was shot down for nothing?
So what are you here for anyway?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
えーと、冥界に迷惑な奴がいて、
そいつが誰かの使い魔だから・・・
あ、目的はあんたを倒す事ね

","
Well, let's see.
Disturbance in the Netherworld, someone's errant shikigami...
Oh yeah, I'm here to punish you.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
しゅ～ん

","
Awww...

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
人妖の境界

","
The Border Between Youkai and Humans

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Phantasmagoria.
She was also living on the border of Gensokyo.

",,Reimu,Extra,Perfect_Cherry_Blossom
"
","
三國に渡り妖異をなすが

","
A mysterious occurrence on the crossing to three countries[1]

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
BGM: 妖々跋扈　～ Who done it!

","
BGM: Spiritual Domination ~ Who done it!

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Ran Yakumo ENTERS

",,Reimu,Extra,Perfect_Cherry_Blossom
"
Ran

","
また来たの？
今日はもう疲れたし
そろそろ寝ようと思っていたのに

","
You again?
I'm tired today.
I was just about to go to sleep...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
約束通り、夜に来たわ

","
As promised, I have come at night.

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Ran Yakumo DEFEATED

",,Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
そろそろ、本命が出てきてもいい頃だわ
こんなにも闇が深いし

","
It's high time for the truth to emerge.
The night only gets so dark.

",Reimu,Extra,Perfect_Cherry_Blossom
"
???

","
出てきましょうか？

","
Shall I emerge, then?

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Yukari Yakumo ENTERS

",,Reimu,Extra,Perfect_Cherry_Blossom
"
???

","
ほら、出てきました

","
Look, I'm here now.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
あ、丁度いいところに出てきた

","
Oh, perfect timing.

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
神隠しの主犯
八雲　紫（やくも　ゆかり）

","
Mastermind Behind the Spiriting Away[5] 
Yukari Yakumo

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
あなたが、私の藍を倒した人間ね
あなたみたいな物騒な人間が居たら
おちおち寝ても居られないの

","
You are the human who defeated my Ran?
Knowing that dangerous humans like you exist keeps me from sleeping soundly.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
全然、起きてこなかったじゃない

","
Even so, you sure took your time getting up.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
今は起きているの
そんなことより、あなた・・・

","
Well... I'm awake now.
And you...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
はい？

","
Yeah?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
博麗神社のおめでたい人じゃないかしら

","
You are the happy person from Hakurei Shrine, are you not?[2]

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
前半はそうで、後半はそうじゃない

","
Basically yes, while I'm not quite sure what you mean by ""happy.""

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
博麗の結界は、北東側が薄くなっているわ
あのままだと、破れてしまうかも知れない

","
The Hakurei Barrier is weakening along the north-east.
If left alone, it might wear out completely.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
あらそう、それは危険だわ
わざわざ有難うございます

","
Oh, that's dangerous. 
Thanks for letting me know.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
いえいえ、私が穴を空けてみただけです

","
No, no, you see, I'm the one trying to tear a hole in it.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
って、引き直しておきなさい！

","
Well then, go fix it!

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
BGM: ネクロファンタジア

","
BGM: Necrofantasia

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
所詮、妖怪は妖怪
妖怪の始末も後始末も、人間がやる
ことになるのね

","
After all, youkai are youkai...
Beating them down and cleaning up afterwards 
has to be done by a human.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
あら、あなたは気がついていない？

","
Oh, haven't you noticed?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
？

","
?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
今、ここ白玉楼の私の周りは
妖怪と人間の境界が薄くなって
いることに
ここまで来た時点で、人間の境界を
越していることに

","
Here, in Hakugyokurou where we stand,
the border between youkai and humans wears thin.
You came this far, and were able to cross over from the human side.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
いいから、その境界も引き直して
もらうわ
元々、目的はあんたに冥界の境界を
引きなおさせること
そこに来て、一つや二つ結界が
増えても変らないでしょ？

","
Well then, go fix it now.
It was my intention to make you fix it from the start. 
And since you'll be doing that anyway...
Having to fix an extra barrier or two 
won't make much of a difference, right?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
一つや二つ・・・
結界は、そんなに少ないと思って？

","
An extra barrier or two...
Do you think that there are that few?

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
Yukari Yakumo DEFEATED

",,Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
さーて、約束通り仕事して
貰おうかしら

","
Now then, as you promised, get to work.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
言われなくてもするつもりだったのに

","
I was going to do so even without your demands...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
嘘ばっかり
何時まで経っても、起きてこなかった
じゃない

","
Liar.
How much time went to waste while you were lazing off?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
それは、寝ていたからだわ

","
That's because I was asleep.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
それは当たり前

","
Obviously.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
とにもかくにも、私がここにいる時点で
ちゃんと仕事しようとしている
証拠じゃない

","
Either way, I'm here now and I'm awake.
That is proof enough that I have the will to work.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
仕事をしようとしている、と
仕事をしているは違う！

","
""Willing to work"" and ""getting work done"" are entirely different!

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
神社にまるで居ないあなたより
よっぽど仕事していると思うけど

","
Compared to a shrine maiden who's rarely in her shrine, I think I'm getting plenty of work done.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
私の仕事は妖魔調伏
残虐行為手当が欲しいくらいだわ

","
Exorcism is my job.
I should receive hazard pay for my work.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
あら、もうそろそろ夜が明けるわ
帰って寝ないと・・・

","
Oh, it's almost dawn.
I have to return home and sleep...

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
全然、仕事してないし
あんた、一体何処に住んでるのよ

","
So all in all, you did exactly nothing.
Where on Earth do you live?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
私もあなたと同じ
幻想郷の境に住んでいるわ
艮（うしとら）の境に

","
The same place as you.
At the edge of Gensokyo.
Along the north-eastern edge.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
まさに鬼門
勝手に結界に穴を空けたりしないでね

","
That's a very ominous direction.
Don't you dare tear a hole in the barrier.

",Reimu,Extra,Perfect_Cherry_Blossom
"
Yukari

","
あら、闘う前に私が空けた、って
いいませんでしたか？

","
Oh, didn't I say that I already had, before we fought?

",Reimu,Extra,Perfect_Cherry_Blossom
"
Reimu

","
帰って寝てろ！

","
Go home and sleep!

",Reimu,Extra,Perfect_Cherry_Blossom
"
","
白銀の春

","
The Spring of Silvery Snow

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
Cherry petals must have fallen like snowflakes...
However, it was still silvery snow.

","
Cherry petals should have fallen like snowflakes...
Yet it was still silver with snow.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
BGM: 無何有の郷　～ Deep Mountain

","
BGM: Paradise ~ Deep Mountain[1]

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
ああもう、こんな雑魚倒しても何にも

なりゃしない！
さっさと黒幕の登場願いたいものだわ

","
Ahhhhh, killing the small fry is so pointless!
I wish the one pulling the strings would show up already.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
Letty Whiterock ENTERS

",,Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
冬の忘れ物
レティ・ホワイトロック

","
What Winter Left Behind 
Letty Whiterock

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Letty

","
くろまく～

","
Pulling strings, what fun~

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
あなたが黒幕ね

では、早速

","
Ahh, so you're the one?

Well then, without delay.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Letty

","
ちょい、待って！

私は黒幕だけど、普通よ

","
No, wait!

I'm the mastermind, but I'm normal.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
こんな所に黒幕も普通もないわ
そもそも、あんたは今何が

普通じゃないのか分かってるの？

","
Mastermind or normal doesn't matter in such a place.
Don't you think this situation isn't normal to begin with?

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Letty

","
例年より、雪の結晶が大きいわ

大体、３倍位

","
The snow crystals are larger than in past years.

Three times larger.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
ああそうね

","
Well, that's true.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
BGM: クリスタライズシルバー

","
BGM: Crystallized Silver

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Letty

","
あとは、頭のおかしなメイドが

空を飛んでることくらいかな

","
On top of that, there's a freaky flying maid coming towards me.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
そうね。

やっぱり、あんたが黒幕ね

","
Yeah, that too.

After all, you're the mastermind.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
Letty Whiterock DEFEATED

",,Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
黒幕、弱いなぁ
次の黒幕でも探さないとね

","
That was pitiful.
I'm gonna find the next mastermind, then.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
マヨヒガの黒猫

","
Black Cat of Mayohiga

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
It wavered in the village in which people are not.
""MAYOIGA""(apparitional village) refused human always.

","
It wavered in the village in which people are not.
""Mayohiga"", village of apparitions, has always refused humans.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
BGM: 遠野幻想物語

","
BGM: The Fantastic Tales from Tono

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
ほんとに、もう春なのかしら
どう考えてもおかしいじゃない

","
Is it really spring now?
This just doesn't make any sense at all!

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
Chen ENTERS

",,Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
凶兆の黒猫 
橙（チェン）

","
Black Cat of Bad Omens 
Chen

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Chen

","
おかしいと思ったら人に聞く！

","
In that case, you'd better ask a human for help!

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
人じゃ無いじゃない

","
But you're not a human.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Chen

","
まぁ、聞かれても答えられないけど

","
Well, I wouldn't have an answer even if you'd asked me.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
こんな日はね
猫は大人しく炬燵で丸くなるものよ

","
In days like this,
Cats are supposed to docilely curl up beneath a kotatsu.[2]

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Chen

","
そういう迷信を信じちゃ駄目！

","
You shouldn't believe such superstitions!

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
（迷信だったのか…）

","
(I didn't know it was just a superstition...)

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Chen

","
大体、野猫はどうすればいいのよ

","
If that were true, then what should stray cats do?

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
大人しく保健所に駆逐されてみては

どうかしら？
浄土の世界は暖かそうだし

","
Why not get put to sleep at an animal shelter?
The Buddhist Paradise is warm, they say.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
BGM: ティアオイエツォン(withered leaf)

","
BGM: Diao Ye Zong (withered leaf)

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Chen

","
人間が？私達を？
無理無理、絶対無理

あんなのが私達にたてつこうなんて

","
Humans? Posing a threat to us?
Impossible, impossible, absolutely impossible!

To think that they would oppose us...

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
試してみたいのね

","
So you want to see if we could?

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
Chen DEFEATED

",,Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
南無～
きっと極楽浄土は、暖かくて幸せに

違いないでしょう

","
Amen~
Paradise should definitely be warm, no mistake about it.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
人形租界の夜

","
One Night in the Settlement of the Dolls

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
Is that it is snowing only this paradise?
The paradise was already Alice's playground.

","
Is it snowing even in this paradise?
The paradise that is already Alice's playground.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
BGM: ブクレシュティの人形師

","
BGM: The Doll Maker of București

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
なんか、無駄に時間を過ごしてるような

気がする．．．
うちのお嬢様は大丈夫かしら？

","
I feel like I'm just wasting my time here...
I wonder how the mistress is doing?

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
Alice Margatroid ENTERS

",,Sakuya,Scenario,Perfect_Cherry_Blossom
"
","
七色の人形使い
アリス・マーガトロイド

","
Seven-Colored Puppeteer 
Alice Margatroid

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Alice

","
他人の心配する位なら自分の心配したら？

","
Why don't you worry about yourself if you have time to worry about others?

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
ああ、心配だわ。自分。

","
Oh yes, I'm worried about myself now.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Alice

","
で、何が心配なの？自分。

","
So, for what reason do you worry? About yourself.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Sakuya

","
服の替えを３着しか持ってこなかったの。

自分

","
Because I'm carrying only three changes of clothes.
 
For myself.

",Sakuya,Scenario,Perfect_Cherry_Blossom
"
Alice

","
持ってきてたんだ

","
Didn't know you were carrying a few.

",Sakuya,Scenario,Perfect_Cherry_Blossom
