character,jp_dialogue,en_dialogue,route,act,game
<fix123>Kanako　<fix123><fix123>,"""Why, there's no problem.<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,My goal was to gather faith from the youkai.<fix123>,,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"I meant to leave human faith to the Hakurei Shrine...""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,"In the end, Marisa gave up her shrine building ambitions.<fix123>",,Marisa,Endings,Th10
<fix123>,"She didn't really know how to make one, and she didn't want<fix123>to deal with gods coming out of it and nagging her.<fix123>",,Marisa,Endings,Th10
<fix123>,Marisa eventually asked Kanako to explain what faith is.<fix123>,,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,—And this is what Kanako said:<fix123>,,Marisa,Endings,Th10
<fix123>,"""It's exactly the same as how you feel toward magic.""<fix123>",,Marisa,Endings,Th10
<fix123>, <fix123>,,Marisa,Endings,Th10
<fix123>,<c$Ending No.05 — Building shrines in gardens is a common practice.$><fix123>,,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"<c$Congratulations, all clear! Just as I'd expected!$><fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,The Hakurei Shrine.<fix123>,,Marisa,Endings,Th10
<fix123>,A shrine that sits on the eastern border of Gensokyo.<fix123>,,Marisa,Endings,Th10
<fix123>,The shrine trees stained crimson later than the mountain's.<fix123>,,Marisa,Endings,Th10
<fix123>,"Marisa visited the shrine, together with an odd pair.<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>Marisa　<fix123><fix123>,"""—so, this person is a god, and<fix123>over there is a very maiden-like person.""<fix123>",,Marisa,Endings,Th10
<fix123>Kanako　<fix123><fix123>,"""Hello, I'm a god.""<fix123>",,Marisa,Endings,Th10
<fix123>Sanae　<fix123><fix123>,"""Ah, do you remember me? I'm the one that said maybe<fix123>you could change out your god...""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>Reimu　<fix123><fix123>,"""...So? What are you here for?""<fix123>",,Marisa,Endings,Th10
<fix123>Marisa　<fix123><fix123>,"""We talked it over and came to an agreement.<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"Well, don't misunderstand that...<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"Anyway, why not hand over your shrine to this god?""<fix123>",,Marisa,Endings,Th10
<fix123>Kanako　<fix123><fix123>,"""Why not give it a try?""<fix123>",,Marisa,Endings,Th10
<fix123>Reimu　<fix123><fix123>,"""Why does even Marisa side with my enemies now?""<fix123>",,Marisa,Endings,Th10
<fix123>Kanako　<fix123><fix123>,"""I'm not your enemy.<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,I merely wish to help your shrine...<fix123>,,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"We can both benefit; surely that's a good deal?""<fix123>",,Marisa,Endings,Th10
<fix123>Sanae　<fix123><fix123>,"""Of course, we won't force you. The decision is yours.""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>Marisa　<fix123><fix123>,"""It might be kind of interesting.""<fix123>",,Marisa,Endings,Th10
<fix123>Kanako　<fix123><fix123>,"""Of course it would be, with me around.""<fix123>",,Marisa,Endings,Th10
<fix123>Sanae　<fix123><fix123>,"""Shrines do normally change hands from time to time.""<fix123>",,Marisa,Endings,Th10
<fix123>Reimu　<fix123><fix123>,"""Am I the only one that doesn't like this?<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"Why is even Marisa...?""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>Marisa　<fix123><fix123>,"""Well, come on, if this place becomes more like a<fix123>shrine, we could have festivals.""<fix123>",,Marisa,Endings,Th10
<fix123>Kanako　<fix123><fix123>,"""It's even okay if you only invite me to the feasts.""<fix123>",,Marisa,Endings,Th10
<fix123>Reimu　<fix123><fix123>,"""Well, then, maybe it's okay...<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"I've learned how annoying one-sided religious solicitation is...""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,Kanako explained the relationship between gods and shrines.<fix123>,,Marisa,Endings,Th10
<fix123>,"As a result, Marisa thought what she said was reasonable.<fix123>",,Marisa,Endings,Th10
<fix123>,"A shrine is a god's home, and the shrine will become more<fix123>charming based on the god that inhabits it.<fix123>",,Marisa,Endings,Th10
<fix123>,"So, she thought giving the shrine to Kanako was good. Because—<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,Kanako's easy-going personality matched Marisa's very well.<fix123>,,Marisa,Endings,Th10
<fix123>,And she thought she'd get along well with the youkai there.<fix123>,,Marisa,Endings,Th10
<fix123>, <fix123>,,Marisa,Endings,Th10
<fix123>,<c$Ending No.06 — But please stop the overbearing solicitation.$><fix123>,,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"<c$Congratulations, all clear! Just as I'd expected!$><fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,"Hakurei Shrine, the next morning.<fix123>",,Marisa,Endings,Th10
<fix123>,"After her hopeless fight against the god, Marisa snuck<fix123>",,Marisa,Endings,Th10
<fix123>,down the mountain so the tengu couldn't watch her leave.<fix123>,,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>Reimu　<fix123><fix123>,"""You look tired. Did something happen yesterday?""<fix123>",,Marisa,Endings,Th10
<fix123>Marisa　<fix123><fix123>,"""Oh, no.<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"Just went to the mountain to find yummy cucumbers...""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,Marisa hid that she went to the mountain to fight the god.<fix123>,,Marisa,Endings,Th10
<fix123>,And because of that lie—<fix123>,,Marisa,Endings,Th10
<fix123>,She got in trouble for not sharing her yummy cucumbers.<fix123>,,Marisa,Endings,Th10
<fix123>,<c$Ending No.10 — It's not nice to lie.$><fix123>,,Marisa,Endings,Th10
<fix123>,<c$Aim for a 1cc on Normal or higher!$><fix123>,,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,"Hakurei Shrine, the next morning.<fix123>",,Marisa,Endings,Th10
<fix123>,"After her hopeless fight against the god, Marisa snuck<fix123>",,Marisa,Endings,Th10
<fix123>,"way down the mountain, pretending to be lost.<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>Reimu　<fix123><fix123>,"""You look tired. Did something happen yesterday?""<fix123>",,Marisa,Endings,Th10
<fix123>Marisa　<fix123><fix123>,"""Oh, no.<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"I just went to tell the tengu about a neat rumor.""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,Marisa hid that she went to the mountain to fight the god.<fix123>,,Marisa,Endings,Th10
<fix123>,"So, it was a story in the next day's paper.<fix123>",,Marisa,Endings,Th10
<fix123>,"—The fact that she talked back to a god, and lost.<fix123>",,Marisa,Endings,Th10
<fix123>,<c$Ending No.11 — The winners write the newspaper articles.$><fix123>,,Marisa,Endings,Th10
<fix123>,<c$Aim for a 1cc on Normal or higher!$><fix123>,,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,"Hakurei Shrine, the next morning.<fix123>",,Marisa,Endings,Th10
<fix123>,"After her hopeless fight against the god, Marisa snuck<fix123>",,Marisa,Endings,Th10
<fix123>,"the mountain, playing dead whenever the tengu came by.<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>Reimu　<fix123><fix123>,"""You look tired. Did something happen yesterday?""<fix123>",,Marisa,Endings,Th10
<fix123>Marisa　<fix123><fix123>,"""Oh, no.<fix123>",,Marisa,Endings,Th10
<fix123> 　<fix123><fix123>,"The leaves were so beautiful... I got caught up in some vigorous leaf-viewing.""<fix123>",,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,Marisa hid that she went to the mountain to fight the god.<fix123>,,Marisa,Endings,Th10
<fix123>,The mountain was stained in crimson.<fix123>,,Marisa,Endings,Th10
<fix123>,"That day, danmaku danced together with the falling leaves.<fix123>",,Marisa,Endings,Th10
<fix123>,<c$Ending No.12 — Vigorous leaf-viewing?$><fix123>,,Marisa,Endings,Th10
<fix123>,<c$Aim for a 1cc on Normal or higher!$><fix123>,,Marisa,Endings,Th10
<fix123>,<fix123>,,Marisa,Endings,Th10
<fix123>,<fix123>地獄のラブリービジター<fix123><fix123>,<fix123>The Lovely Visitor from Hell<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>守矢神社<fix123><fix123>,<fix123>Moriya Shrine<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>BGM: ラストリモート<fix123><fix123>,<fix123>BGM: Last Remote<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>Sanae Kochiya ENTERS<fix123><fix123>,,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Sanae<fix123><fix123>,<fix123>あら、この寒い中参拝に来たのですか？<fix123>うふふ私もここでの挨拶の仕方を学びました<fix123>この幻想郷では常識に囚われてはいけないのですね！<fix123><fix123>,"<fix123>Oh, did you come to visit the shrine in this cold weather?<fix123>Hehe, I've learned how to do the greetings here.<fix123>You can't let yourself be held back by common sense in Gensokyo, right!?<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>Sanae Kochiya DEFEATED<fix123><fix123>,,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>うおーい冬山は寒いぜー<fix123>温泉も湧いたし怨霊も湧かなくなったもうそれだけで十分だったかもな<fix123><fix123>,"<fix123>Woah, it's cold up on the mountain.<fix123>The hot springs appeared and the spirits went away, isn't that enough work for now?<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(ほら、クリア後のおまけダンジョンよ<fix123>　頑張って！）<fix123><fix123>,"<fix123>(Look, it's the extra dungeon for after you beat the game.<fix123>Good luck!)<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>ったく、誰がそんなもん付け始めたんだ？<fix123>ゲームなんて一回クリアすればそれで十分じゃないか<fix123>おまけがあるのが当たり前だと、そのうちラスボスは中ボスに成り下がるぜ<fix123><fix123>,"<fix123>Geez, who started that, anyway?<fix123>Isn't it enough to have cleared the game in the first place?<fix123>If there's always an extra dungeon, then the last boss just becomes a midboss!<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(身も蓋も無いこと言わないの<fix123>　ほら、あの地獄鴉の話だと）<fix123>(山の神様から核融合の力を<fix123>　授かったって言ってたでしょ？）<fix123><fix123>,"<fix123>(Don't be so blunt.<fix123>Look, according to the hell raven,)<fix123>(She got the power of nuclear fusion<fix123>from the gods of the mountain, right?)<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>そうだったな私も御利益を受けようと来たんだった<fix123><fix123>,"<fix123>Yeah, that's right. I came here to get some sort of divine blessing, too.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>Koishi Komeiji ENTERS<fix123><fix123>,,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>???<fix123><fix123>,<fix123>あのーすみません<fix123>ここの神社の人は見ませんでしたか？<fix123><fix123>,"<fix123>Um, excuse me ...<fix123>Have you seen anyone from this shrine?<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>さっきあっちで倒したぜ<fix123><fix123>,"<fix123>Yeah, I just beat her over there.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>???<fix123><fix123>,<fix123>倒した、ですって？<fix123><fix123>,<fix123>You beat her?<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>あっちから襲いかかってきたんだ正当防衛だぜ<fix123><fix123>,"<fix123>She came at me from over there, so it was in self-defense.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>???<fix123><fix123>,<fix123>あらら、どおりで誰も居ない訳ねぇ困ったわ<fix123><fix123>,"<fix123>Oh my, it looks like no-one's here. What a shame.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>どうした？学業成就祈願か？<fix123>何なら、麓の神社紹介してやるよ<fix123>あそこならいつも暇してる巫女がいる<fix123><fix123>,<fix123>What's wrong? Coming to pray for good grades?<fix123>I'll introduce you at the shrine below the mountain.<fix123>There's a shrine maiden there that never has anything to do.<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>???<fix123><fix123>,<fix123>麓じゃなくて山の神社が良いの<fix123>この神社の御利益が欲しくて来たんだから<fix123><fix123>,<fix123>I'd rather visit the shrine on the mountain.<fix123>I came here to get a divine blessing from the gods in this shrine.<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(守矢神社の御利益って何？）<fix123><fix123>,"<fix123>(What's the divine blessing of the Moriya Shrine, anyway?)<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>さあな、鴉に核融合の力を授ける様な御利益だろ？<fix123><fix123>,"<fix123>I don't know, something good, like the nuclear fusion power she gave that crow, right?<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>???<fix123><fix123>,<fix123>鴉に核融合？もしかして、おくうの事を言っているの？<fix123><fix123>,"<fix123>Nuclear fusion, crow? Are you talking about Okuu?<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>おくうって誰だ？<fix123><fix123>,<fix123>Who's Okuu?<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(あの空っていう地獄鴉の事じゃない？）<fix123><fix123>,"<fix123>(She's talking about that hell raven, Utsuho.)<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>ああ、空だからおくうか<fix123>ラスボスから中ボスに成り下がる予定の奴だな<fix123><fix123>,"<fix123>Oh, it's 'cos her name is written with the kuu character for ""empty"".<fix123>That poor girl who got demoted to midboss.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>???<fix123><fix123>,<fix123>貴方達、おくうの事を知っているって何者なの？<fix123><fix123>,<fix123>You two know about Okuu? Who are you?<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>大魔法使いの霧雨魔理沙だ覚えておくがいい<fix123>そういうお前は誰だ？こんな場所にある神社に参拝って怪しいぜ<fix123><fix123>,"<fix123>I'm the great magician, Marisa Kirisame. Don't forget it.<fix123>Anyway, who are you? Any pilgrim to this shrine is pretty suspicious, if you ask me.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>閉じた故意の瞳<fix123>古明地 こいし<fix123><fix123>,<fix123>The Closed Eyes of Love<fix123>Koishi Komeiji<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>おくうはお姉ちゃんのペットだもの<fix123>私はおくうのパワーアップを見て羨ましかったわ<fix123>ここに来たら私のペットだってもっと強くなれるって思ってね<fix123><fix123>,"<fix123>Okuu is one of my sister's pets.<fix123>I was so jealous of her power-up.<fix123>I thought if I came here, my pets could become more powerful, too.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(もしかして、さとりさんの妹！？）<fix123><fix123>,<fix123>(Are you Miss Satori's younger sister!?)<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>何だと？あのさとりにこんな妹が居たのか？<fix123><fix123>,<fix123>What's that? Did Satori have a little sister like her?<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>あれー？　おくうだけじゃなくてお姉ちゃんの事も知っているの？<fix123>貴方達もしかして……<fix123><fix123>,<fix123>Oh? You even know about my big sister?<fix123>Are you two ...<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>だから大賢者の魔理沙<fix123><fix123>,"<fix123>Like I said, I'm Marisa, the Great Sage.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>この間家に来たっていう、人形を使うシーフ？<fix123><fix123>,<fix123>Are you the doll-using thief that they said visited our house?<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>なっ<fix123><fix123>,<fix123>Wha-<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(クスクス）<fix123><fix123>,<fix123>(Tee hee.)<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>私は古明地こいし<fix123>山の神様は見つからなかったけど良い遊び相手が見つかったわ<fix123>泥棒はいけない事よ？地上の人間さん<fix123><fix123>,"<fix123>I'm Koishi Komeiji.<fix123>I couldn't find the gods of the mountain, but it looks like I found a good playmate.<fix123>Stealing is bad, okay? Miss Above Ground Human.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>しょうがないな私も神奈子か諏訪子を捜してたんだが<fix123>居ないみたいだし遊んでやるか<fix123><fix123>,"<fix123>Well, whatever. I did beat Kanako and Suwako, though.<fix123>It looks like they're not around, so I'll play with you.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>BGM: ハルトマンの妖怪少女<fix123><fix123>,<fix123>BGM: Hartmann's Youkai Girl<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>お姉ちゃんやおくうから話は聞いたわ<fix123>そのシーフはまるで宙を舞う紙くずのようにひらりひらりと弾幕をかわし<fix123>背中を這う蚤のように生理的に気持ち悪い動きをしたとね<fix123>貴方を倒して持ち帰れば、お姉ちゃん達との話の種になるに違いないわ！<fix123><fix123>,"<fix123>I heard about you from my sister and Okuu.<fix123>That thief dodged danmaku just like bits of paper dancing in the air.<fix123>She said you were psychologically unsettling, like a flea crawling up your back.<fix123>If I beat you and take you back home, I'll definitely become the talk of the house!<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>Koishi Komeiji DEFEATED<fix123><fix123>,,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>強ーい！こりゃお姉ちゃんが負けるのも無理はないわ<fix123><fix123>,<fix123>You're stroooong! I can see how you beat my sister.<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>余裕で撃破だぜ！<fix123><fix123>,"<fix123>Yep, I crushed you easily!<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(本当に余裕だったのかなー？）<fix123><fix123>,<fix123>(Was it really that easy?)<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>付き合ってくれてありがとう！<fix123>生け捕りは出来なかったけど、話の種にはなりそうだわ<fix123><fix123>,"<fix123>Thanks for spending time with me!<fix123>I couldn't take you alive, but this will probably be worth some talk back home.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>あ、そうだお前、さとりの妹って事は……<fix123>そう、そのなんだお前もやっぱり心を読んだりするのか？<fix123><fix123>,"<fix123>Uh, oh yeah, you're Satori's little sister ...<fix123>So, uh, can you read minds, too?<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>ううん、もう閉ざしちゃったわ私の第三の眼<fix123><fix123>,"<fix123>Nope, I closed my third eye.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>第三の眼？<fix123><fix123>,<fix123>Third eye?<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>人の心を見抜く第三の眼<fix123>あんなものがあるからお姉ちゃんは弱いのよ<fix123>私は、人の心を読めるから無意識に負けるって事に気付いたわ<fix123>だから、私は心を読まないの<fix123>ううん、読めなくなった、かな<fix123><fix123>,"<fix123>The third eye, which can see through people's minds.<fix123>But that's what makes my sister weak.<fix123>I realized that mind reading made me lose to people's unconscious.<fix123>So I don't read people's minds anymore.<fix123>Uh, no, I guess I can't, really.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>よく判らんが安心したぜ<fix123><fix123>,"<fix123>I don't get it, but thank goodness.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(勿体ないわねぇ。そんな力があれば<fix123>　余裕で人間を支配できるのに）<fix123><fix123>,<fix123>(What a shame. You could control people<fix123>easily with that kind of power.)<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>そんな甘くはないわ<fix123>有意は無意に敵わないの<fix123>生物は考えている事だけで行動してる訳じゃない<fix123>意識と無意識の両方で行動しているのよ<fix123>心が読めると無意識の行動が見えなくなるの<fix123><fix123>,"<fix123>It's not that great.<fix123>The conscious always loses to the unconscious.<fix123>People don't just act on what they consciously think.<fix123>They act on both the conscious and the unconscious.<fix123>If you read their mind, you can't tell what's going on in their unconscious mind.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>ふーんそうかい<fix123>ま、体も温まったし神奈子達も見つからんし<fix123>そろそろおいとまするか<fix123><fix123>,"<fix123>Hmm, I see.<fix123>Well, I got all warmed up, but I couldn't find Kanako or anyone else.<fix123>Guess I'd better be heading home.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(あらら？<fix123>　用事は良いの？）<fix123><fix123>,<fix123>(What?<fix123>Don't tell me you're done here?)<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>山の神と地底の間で何があったのかそれを調べるのは霊夢がやってくれるさ<fix123>後で聞けばいいや<fix123><fix123>,"<fix123>Well, Reimu will take care of seeing if there's anything between the underground and the mountain gods.<fix123>I'll just ask her later.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(なんて他力本願<fix123>　後で私が一人で調べようかしら？）<fix123><fix123>,"<fix123>(You're so easygoing.<fix123>Maybe I should look into it myself, later?)<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>それよりも重大な事に気付いているか？<fix123><fix123>,"<fix123>Besides, I figured out something really important.<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Alice<fix123><fix123>,<fix123>(……？<fix123>　何よ）<fix123><fix123>,<fix123>(... ?<fix123>What?)<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Marisa<fix123><fix123>,<fix123>今、神社はもぬけの殻なんだ<fix123>あさるなら今だぜ<fix123><fix123>,<fix123>The shrine's totally empty now.<fix123>It's the perfect time to go fishing.<fix123><fix123>,Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>Koishi<fix123><fix123>,<fix123>あら泥棒はいけない事よ？<fix123><fix123>,"<fix123>Oh my, thieving is bad, you know?<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>——<fix123><fix123>,<fix123>『この後、家捜しをした魔理沙は<fix123>　神奈子達に見つかって<fix123>こっぴどく絞られましたとさ<fix123>　めでたしめでたし』<fix123><fix123>,"<fix123>""Later, Kanako caught Marisa<fix123>going through their house.""<fix123>""She got put through the wringer.<fix123>The End.""<fix123><fix123>",Marisa_and_Alice,Extra,Subterranean_Animism
<fix123>,<fix123>地獄のラブリービジター<fix123><fix123>,<fix123>The Lovely Visitor from Hell<fix123><fix123>,Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>,<fix123>守矢神社<fix123><fix123>,<fix123>Moriya Shrine<fix123><fix123>,Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>,<fix123>BGM: ラストリモート<fix123><fix123>,<fix123>BGM: Last Remote<fix123><fix123>,Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>,<fix123>Sanae Kochiya ENTERS<fix123><fix123>,,Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>Sanae<fix123><fix123>,<fix123>あら、この寒い中参拝に来たのですか？<fix123>うふふ私もここでの挨拶の仕方を学びました<fix123>この幻想郷では常識に囚われてはいけないのですね！<fix123><fix123>,"<fix123>Oh, did you come to visit the shrine in this cold weather?<fix123>Hehe, I've learned how to do the greetings here.<fix123>You can't let yourself be held back by common sense in Gensokyo, right!?<fix123><fix123>",Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>,<fix123>Sanae Kochiya DEFEATED<fix123><fix123>,,Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>Reimu<fix123><fix123>,<fix123>何処に居るのかしら、あの馬鹿<fix123>文の言う事が本当なら、今回の一連の騒動は神奈子の仕業に決まっているわ<fix123><fix123>,"<fix123>Hm, where did that idiot go?<fix123>If what Aya said is true, all this fighting I had to go through was Kanako's fault.<fix123><fix123>",Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>Aya<fix123><fix123>,<fix123>（くんくん）)<fix123><fix123>,<fix123>(sniff sniff)<fix123><fix123>,Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>Reimu<fix123><fix123>,<fix123>ああ記事にしたいなら別にしても良いけどー<fix123><fix123>,"<fix123>Uh, if you want to write an article, go ahead and do it.<fix123><fix123>",Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>Aya<fix123><fix123>,<fix123>（しますします。記事の焦点は、<fix123>　何故山の神が地底に干渉したのか）<fix123><fix123>,<fix123>(I am! It's focused on why<fix123>the gods of the mountain interfered with the underground.)<fix123><fix123>,Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>Reimu<fix123><fix123>,<fix123>そうそう、やれば出来るじゃないの<fix123><fix123>,"<fix123>That's right, good luck.<fix123><fix123>",Reimu_and_Aya,Extra,Subterranean_Animism
<fix123>,<fix123>Koishi Komeiji ENTERS<fix123><fix123>,,Reimu_and_Aya,Extra,Subterranean_Animism
