"CHARACTER","EN_DIALOGUE","ROUTE","ACT","GAME"
"Reisen","
Ahh, crap.
There was a door that I didn't have time to seal yet?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
No, I'm okay.
Let's hurry ahead and chase that one from before.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
You sure?
The door that's open is the door to enter.
Our final course is surely waiting for us in there.
Well, it might not be much of a respite,
though.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Hahaha.
Good, so you're following me.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
We've caught up with you.
You won't be escaping now.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Yes, you won't be escaping.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
Are you just wandering around with no goal?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
No, no, Youmu.
We're certainly heading in the right direction.
All you need to do is go where I tell you to.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
What is your purpose?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
To restore this abnormal moon to normal.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
No, no, Youmu.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
!?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
We're having our fill of a wonderful nighttime sightseeing tour.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
You two are really way too suspicious.
Although phantoms are suspicious at the best of times.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Wait, I can't just let you say that.
Phantoms aren't suspicious.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Ummm.
Where'd she go?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Here, here.
You really are half-baked.
You lost sight of me in such a short time.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
What are you doing?
What's that big phantom half of yours there for?



","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Not for chasing people, surely.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Well, this is a false pathway I created.
So it's no wonder that you lost track of me.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
False pathway?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
A false moon in a false sky.
You're really overdoing it with this.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Ah, impressive.
You see that this moon is an illusion.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
That's a very old moon.
One from when the moon was still there in the heavens.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Old?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
A terribly old-fashioned moon, with mold growing on it.
The moon these days has no rabbits on its surface.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Well, no, there are rabbits there even now.
The people and rabbits of the moon have been
living quietly on the far side.
Unseen, protected by a barrier...
Yes, it's much like your Gensokyo.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
A Gensokyo on the moon?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
And so, this illusory moon is a memory of the past moon.
That's why it looks so old-fashioned.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
So, what are you trying to do
by dragging this musty old moon out?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
My task is already coming to an end.
The full moon is the one key that links the moon to the earth.
Just by removing that, no pursuers can reach
the Earth's surface from the moon.
Even now, they're pursuing us to a fake Earth.
To an old, musty Earth, yes.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
In short, you are a criminal.
Those who try to escape from something are those who've committed a crime.
Those who try to hide themselves are those who've admitted their crime.
And criminals who've admitted to a crime
always start making excuses.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
......

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
No, it's not like that.
This may be a bit unreasonable, but I simply didn't want
to go back to the moon because it was comfortable here.
There's no need to worry.
Once it's morning, I'll return your full moon, you see.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Lady Yuyuko, give me some instructions.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Oh, have you understood what I was saying
by now?
Well then, first, please become my shield.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Leave it to me.
I will be the hardest shield in all the Netherworld.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Seeing as I'll back you up if I feel like it.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Ahahaha.
A shield can only stop something from the outside.
We of the moon have the ability to use
more internal forces.
While you're becoming a hard shield,
the soft parts inside you are slowly rotting...
Yes, you carefree girl over there.
A ""hard shield"" is meaningless.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Don't worry, Youmu.
I'm not alive, so I can't rot.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
I understand.
You're rotting to begin with, right?
But rotten or not, it's the Konpaku
family's duty to protect you.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
I said I can't rot.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
I wonder how long that attitude of yours will last.
This ceaselessly overflowing memory of the moon...
Amongst the Earthlings bathed in it, there are none
who didn't go insane.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Looks like there's no helping it.
Youmu, keep this one thing in mind so you don't go insane.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Ah, you're a phantom and not a human.
I guess you won't rot, then?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Things are most delicious when they're about to rot.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Why are you telling me that now...?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Well said.
However, fermentation is a power granted by the gods.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
You ghosts, unable to rot, have been forsaken even by the gods!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
What are you playing at!?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
Eirin, I grant you one more chance with my power.
If you lose this time...
You ghosts there!
With the medicine made by my power, and Eirin's true strength,

you'll never forget this as long as you live!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Geez.
I told her not to let them come this way.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Youmu.
Press on.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Yes. Pressing on now.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Lady Yuyuko, look.
What an amazing full moon.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
This is the true full moon.
It seems that you two are neither human nor youkai.
I wonder why you've wandered into such a place as this?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Youmu.
Looking at that moon is a fearful thing.
Stop looking at it, right away.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Er, wha, is it really?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Kaguya","
The true moon is fearful, indeed.
That's something that the Earthlings have long since forgotten.
You must be quite the nostalgic human.
Or rather, ex-human?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Every now and then I still think of myself that way.
This girl is still half-human, though.
It'd be quite bad if half of her went insane.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Lady Yuyuko.
If I look away from the moon, I can't see her either!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Look at her with your mind's eye.
What's that big phantom half of yours there for?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Not for using any inner eyes, surely.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Kaguya","
What fun.
You're neither impure humans, nor youkai.
You truly have nothing, it's quite enjoyable to look at.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Oh no, Lady Yuyuko!
It's completely dark when I close my eyes!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Kaguya","
Wouldn't it be okay to look at this full moon
and go insane, just a little bit?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
You can still slash things without looking at them, can't you?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Kaguya","
So, what are you doing here tonight?
What business do you phantoms have?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
If even a little bit of a sphere is missing, it loses its value.
That's because it can't stay round forever.
But, as that flawed sphere is rolled around a bit,
it becomes a full sphere once again.
That's what this is about, isn't it?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Ahh, when I open my eyes all of a sudden, the light is blinding me.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
So you're the culprit?
I've got one less person to slash, then.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Mmm, but don't get all worked up yet.
Udonge, I'll leave this to you.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Reisen","
Leave it to me. There's no slashing going on,
but I won't let a single one of those doors be opened.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
The two of you aren't hearing my song, are you?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Mystia","
Perhaps you're not human?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
It's nighttime, but I hear a sparrow calling. Youmu?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Lady Yuyuko,
please don't get distracted by this song.
That's the cry of a night sparrow.
It's one of the most accursed sounds in the world.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Mystia","
Accursed? How rude of you.
At the very least, my singing is better than the sound of
approaching phantoms, isn't it?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Yes, indeed. It's no contest at all.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Please don't agree with her...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Youmu, listen! The cries got louder again.
I wonder where they're coming from.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Mystia","
Geeze. Whether you are human or you were human, it doesn't matter to me.
Now, the fun youkai festival begins.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Okay, Youmu. Shall we hurry along?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Huh? Er, yes. I suppose we should, yes.
But we've got to shoot down this bird in front of us, first off.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
I don't like sparrows. They're too bony.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Mystia","
You shall not pass!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
That night sparrow's appearance is going to attract
lots of youkai and other things, before long.
Let's move on before that happens.
We have to hurry.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Hang on. Got a bone in my throat...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Didn't you just say you didn't like sparrows?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
It's not good to be a picky eater, Youmu.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
Is it you?
Are you the ones trying to attack the village in the middle of this night?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Oh?
It seems we've gotten lost in some strange place.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Yeah, where are we...?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
There's no point in plating innocent.
I can tell you're ominous ghosts.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"??/","
Crap!
These ghosts are really something.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Oh, how cruel.
Treating ghosts like outcasts, really.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
What business do you have in some place like this?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
You attacked us before, right?
We're just going to respond to that.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
There is nothing here.
Just move along already.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
It's easy to say that, but we really
don't know where we're moving to...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Speaking of which, Lady Yuyuko,
why'd you call her a bird? She looks like a rabbit...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
When skinned and eaten, they're the same thing.
Remember that.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Reisen","
Hey, don't tell lies.
...and don't ignore me!
I doubt you'll be able to remain sane
after gazing into my eyes!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Ohh, my head is spinning.
I'm starting to feel sort of gross...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
My, my, your human half got sick
just from being shaken around that much.
Well, don't fret.
Next, we'll eat something that's good for your health.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Reisen","
I can't believe this.
You're far stronger than I thought...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Next up, herbal dishes. And that's the end of it, too.
Unfortunately, it's not a dragon after all, though.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Lady Yuyuko.
Do you know something I don't?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Not at all.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
No, no?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Shut up.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
...you two really do seem dangerous.
Looks like I'll have to drive you away from here.
Although I don't quite get what you're doing.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Hey, hey, Youmu.
So far, we've had a bug, a bird, and now a beast.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
What are you trying to say?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
Hmph. I'll help myself to all of your history!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
Every last bit. Even from before you became phantoms.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
I wonder if a dragon's up next.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Lady Yuyuko. Please concentrate on what's happening now,
and not what's going to happen next.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
""Beast""? Please, milady, you shouldn't treat humans like beasts.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
No, no, Youmu.
This girl appears human right now,
but she's a half-beast. Kind of like you.
Although, I think humans are beasts too,
so I guess she's a full beast?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Keine","
Damnit. If the moon hadn't been incomplete,
I'd never have lost to such phantoms...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Oh, yes, yes.
We've got to take back the full moon.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Now, next up is a dragon dish.
I can't wait, Youmu.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Lady Yuyuko, you said you knew where our
destination was, right?
Somehow, I feel kind of concerned.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
A dragon would have lots of scales, though.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
Move and I'll shoot!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
I messed up.
I mean, shoot and I'll move.. Right away.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
What?
That's strange, running into you in a place like this.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Well, eh, I'm just hunting some troublesome youkai,
like usual.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Disturbing? Do you know who's doing all this, then?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
I'm telling you, even ordinary people could understand that.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Well, then, I understand.
How could I not, when the ones gathering up this strange air are flying right at me?
Tomorrow's the harvest moon-viewing that we've been waiting for.
I already got bored of staring at tonight's moon.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Oh, you don't seem to understand.
We're the ones who are stopping the night.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Yeah, and?
That's why I came here to kick your butts, ain't it?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Hey, you. The black-clothed one.
Don't you feel anything when you look at that warped moon behind you?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Didn't I just say I got bored of lookin' at it?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
You can't look away from reality.
While we're arguing like this, that moon is sinking lower.
Don't you understand that things will get really bad
if we just leave it be?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Ehh? An endless night will cause far more trouble for sure. 
For instance, the bamboo here will grow eternally if the night lasts too long. 
Might even reach the moon, perhaps.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
The nail that sticks out gets struck down.
Oh? How would you move if you get struck down?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Yeah, I'll move, all right.
I'll keep on moving until dawn breaks.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
What a bother.
I mean, we're headed that way too, but...

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Okay. You shot, I moved.
Now, the real battle starts here.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
You're still up for this?
The game's already decided, isn't it?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Hmph.
There's two of you, so I get two tries!

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
That was such an awful waste of time.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
For phantoms, there's no such thing as wasted time.
Everything is going as planned.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Marisa","
Damnit.
What the heck are you two saying?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
An instant is everything. Everything is but an instant.
The time we spent playing with you was inevitable, too.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Huh?
I see a huge mansion in the middle of the bamboo forest.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Youmu.
Didn't I say it'd be strange to not understand what's happening?
Inside there...
is the dragon dish I've been searching for.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
You're too late.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"???","
I've sealed all the doors.
You can't take the princess away now, can you?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Looks like we've finally found the culprit.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
This is just a space bird.
We're far from done, so don't get worked up.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Reisen","
Huh, some phantoms?
Don't get me all worked up, geeze.
If you've got no business here, leave.
We're in the middle of something right now.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
No way.
This moon incident was caused by you, wasn't it?
If so, I'll slash you.
If not, I'll slash you and move on.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Reisen","
Moon incident?
Ah, you mean the earth-sealing spell?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Right.
This spell of yours is incredibly troublesome.
We'll have you put a stop to it this instant.
Now, Youmu, go slash her.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
Um, er, here I go?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Reisen","
What rowdy phantoms.
Aren't you going to listen to us for even a little bit?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
My, I thought we had guests, but it's just some phantoms?
Well, there shouldn't be any guests arriving anyway.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Yuyuko","
Youmu, there's another one.
Slash her too.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Youmu","
H-huh? Should I go?

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Eirin","
Oh, look, you shouldn't tease the poor girl like that.
The business with the moon is due to my spell.
But, it was for the sake of the princess and this girl.
Even phantoms ought to have at least
this much kindness in them.

","Youmu_and_Yuyuko","Scenario","Imperishable_Night"
"Sakuya","
We don't need any more intellectuals at the mansion...

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Keine","
Listen. I'll say it one more time.
There never was anything here from the start.
No humans, nor their village.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Something about what you're saying sticks out to me.
Milady.
May I have a bit of time?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
We're in a hurry. An incredible hurry.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Keine","
May I have a bit of that devil's history, myself?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Hmph, you're rather full of yourself.
Even though you're a were-hakutaku.
All you do is look back at history.
If you're like that, you can't change your fate.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Milady.
May I please have a bit of time?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Oh, it can't be helped.
You may use a bit of my time. Just a moment's worth.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Ah, that was refreshing.
Now, let's move on.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
You're feeling refreshed, even though
the village hasn't been put back yet?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Yes, quite so. I feel not one whit of fatigue.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Well, okay. Thanks to her, though, I've completely lost the direction
that the strange air was coming from.
Do you know where to go, Sakuya?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Not one whit.
But, look! We have someone who'd be very useful at a time like this.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Keine","
Wha? You mean the cause of this full-moon incident?
It could only be their doing.
There are few people capable of such a thing.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
My, intellectuals can be useful.
Although we certainly don't need any more.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Our mansion's intellectual is such a bookworm,
she's hardly any use at all...

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
We have quite enough useless knowledge already.
We don't need any more.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"???","
Stop right there!

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Reimu","
So it was you, after all.
No wonder I thought the flow of time was weird.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
What are you talking about?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Look, you're always doing something weird, right?
That's Sakuya for you.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Oh, how cruel of you.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Reimu","
Well, you're pretty much always doing something weird,
but today you've gone much too far.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
Uh-oh.
We see more and more fireflies, and they're so beautiful.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Sakuya, that interjection doesn't match what you're saying.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
I changed the subject partway through, Milady.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
I only understand the second half.
What were you trying to say?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"???","
Wait, waaaait!

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Sakuya","
We're in a hurry.
If you can keep up with us, we'll listen.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"???","
So you won't stop even if I ask.
A human and a bat, though? That's an unusual pair.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Mystia","
I'd like to have that human. But not that bat.

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Hmph. Is it the brats' night out?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Mystia","
Naturally! 
Good kids' daytime is when I go beddy-bye.
At night, it's happy hour for man-hunting!

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Remilia","
Too bad. We're in a hurry.
So, mind getting shot down right now?

","Remilia_and_Sakuya","Scenario","Imperishable_Night"
"Seija","
Ugh...
That sword's power is an effect of the ""payment"".
I can't believe it would become
something that could slit necks on its own.
But it doesn't matter.
As long as we have that treasure,
we can become as strong as we want.
Good bye.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
Ah...
Everything is clear now.
The reason why tools are moving on their own,
and docile youkai are running wild...
is because of that amanojaku's resistance force.
I don't know how she did
it yet, though.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
I beat the amanojaku, but...
What could
this strange feeling be?
There must be someone here.

","Sakuya_A","Scenario","Double_Dealing_Character"
"???","
Who's theeere?

","Sakuya_A","Scenario","Double_Dealing_Character"
"Shinmyoumaru","
A human?
Do you need something?

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
Umm,
there was something I wanted to ask you about.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
So there were creatures like her
in the neighborhood.
Hmm... How interesting.
Maybe I shall take a look around.
I wish to test how keen the edge
of this knife is.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
There are even youkai running amok
this close to the Human Village...
It seems peace in Gensokyo
is like the Tower of Babel upon sand.

","Sakuya_A","Scenario","Double_Dealing_Character"
"???","
You showed up fast.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sekibanki","
Have you come to exterminate me?

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
Well, yes.
I felt like cutting something,
such as a neck...

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sekibanki","
So there are fearless humans, too.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sekibanki","
Though that only means
they'll experience terror in return!

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sekibanki","
Wh-What's with you?
You're actually strong.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
Did I even once say that
I was weak?
But... My expectations were off.

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sekibanki","
Wh-What do you mean?

","Sakuya_A","Scenario","Double_Dealing_Character"
"Sakuya","
Because I never needed to cut
off your neck at all.

","Sakuya_A","Scenario","Double_Dealing_Character"
